BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	run	SRA_Sample_s	Sample_Name_s	sex_s	source_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s	strain_s
SAMN02642805	SRX471566	2014-02-14	1114	805	SRR1170302	SRS558312	GSM1328667	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642805	SRX471566	2014-02-14	947	709	SRR1170303	SRS558312	GSM1328667	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642805	SRX471566	2014-02-14	890	660	SRR1170304	SRS558312	GSM1328667	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642834	SRX471567	2014-02-14	786	570	SRR1170305	SRS558313	GSM1328668	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642834	SRX471567	2014-02-14	801	584	SRR1170306	SRS558313	GSM1328668	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642832	SRX471568	2014-02-14	1100	797	SRR1170307	SRS558314	GSM1328669	<not provided>	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642832	SRX471568	2014-02-14	1089	787	SRR1170308	SRS558314	GSM1328669	<not provided>	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642810	SRX471569	2014-02-14	902	653	SRR1170309	SRS558315	GSM1328670	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642810	SRX471569	2014-02-14	916	653	SRR1170310	SRS558315	GSM1328670	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642833	SRX471570	2014-02-14	718	541	SRR1170311	SRS558316	GSM1328671	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642833	SRX471570	2014-02-14	887	662	SRR1170312	SRS558316	GSM1328671	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642837	SRX471571	2014-02-14	995	721	SRR1170313	SRS558317	GSM1328672	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642837	SRX471571	2014-02-14	921	668	SRR1170314	SRS558317	GSM1328672	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642808	SRX471572	2014-02-14	929	688	SRR1170315	SRS558318	GSM1328673	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642808	SRX471572	2014-02-14	855	650	SRR1170316	SRS558318	GSM1328673	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642838	SRX471573	2014-02-14	708	540	SRR1170317	SRS558319	GSM1328674	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642838	SRX471573	2014-02-14	562	429	SRR1170318	SRS558319	GSM1328674	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642835	SRX471574	2014-02-14	732	542	SRR1170319	SRS558320	GSM1328675	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642835	SRX471574	2014-02-14	693	510	SRR1170320	SRS558320	GSM1328675	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642622	SRX471575	2014-02-14	680	512	SRR1170321	SRS558322	GSM1328676	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642622	SRX471575	2014-02-14	778	575	SRR1170322	SRS558322	GSM1328676	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642624	SRX471576	2014-02-14	874	625	SRR1170323	SRS558321	GSM1328677	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642624	SRX471576	2014-02-14	878	625	SRR1170324	SRS558321	GSM1328677	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642623	SRX471577	2014-02-14	831	600	SRR1170325	SRS558323	GSM1328678	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642623	SRX471577	2014-02-14	885	620	SRR1170326	SRS558323	GSM1328678	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642625	SRX471578	2014-02-14	643	487	SRR1170327	SRS558324	GSM1328679	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642625	SRX471578	2014-02-14	755	563	SRR1170328	SRS558324	GSM1328679	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642629	SRX471579	2014-02-14	695	526	SRR1170329	SRS558326	GSM1328680	<not provided>	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642629	SRX471579	2014-02-14	829	615	SRR1170330	SRS558326	GSM1328680	<not provided>	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642630	SRX471580	2014-02-14	811	589	SRR1170331	SRS558325	GSM1328681	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642630	SRX471580	2014-02-14	677	498	SRR1170332	SRS558325	GSM1328681	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642627	SRX471581	2014-02-14	693	496	SRR1170333	SRS558327	GSM1328682	<not provided>	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642627	SRX471581	2014-02-14	661	475	SRR1170334	SRS558327	GSM1328682	<not provided>	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642687	SRX471582	2014-02-14	540	400	SRR1170335	SRS558328	GSM1328683	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642687	SRX471582	2014-02-14	641	452	SRR1170336	SRS558328	GSM1328683	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642626	SRX471583	2014-02-14	692	501	SRR1170337	SRS558329	GSM1328684	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642626	SRX471583	2014-02-14	716	515	SRR1170338	SRS558329	GSM1328684	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642628	SRX471584	2014-02-14	778	564	SRR1170339	SRS558330	GSM1328685	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642628	SRX471584	2014-02-14	795	575	SRR1170340	SRS558330	GSM1328685	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642637	SRX471585	2014-02-14	440	336	SRR1170341	SRS558331	GSM1328686	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642637	SRX471585	2014-02-14	399	307	SRR1170342	SRS558331	GSM1328686	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642632	SRX471586	2014-02-14	764	563	SRR1170343	SRS558332	GSM1328687	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642632	SRX471586	2014-02-14	671	490	SRR1170344	SRS558332	GSM1328687	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642634	SRX471587	2014-02-14	983	733	SRR1170345	SRS558333	GSM1328688	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642634	SRX471587	2014-02-14	863	657	SRR1170346	SRS558333	GSM1328688	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642635	SRX471588	2014-02-14	797	596	SRR1170347	SRS558334	GSM1328689	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642635	SRX471588	2014-02-14	776	594	SRR1170348	SRS558334	GSM1328689	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642631	SRX471589	2014-02-14	857	641	SRR1170349	SRS558335	GSM1328690	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642631	SRX471589	2014-02-14	859	653	SRR1170350	SRS558335	GSM1328690	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642633	SRX471590	2014-02-14	801	592	SRR1170351	SRS558336	GSM1328691	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642633	SRX471590	2014-02-14	693	531	SRR1170352	SRS558336	GSM1328691	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642636	SRX471591	2014-02-14	854	611	SRR1170353	SRS558337	GSM1328692	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642636	SRX471591	2014-02-14	763	559	SRR1170354	SRS558337	GSM1328692	M	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642641	SRX471592	2014-02-14	764	584	SRR1170355	SRS558338	GSM1328693	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642641	SRX471592	2014-02-14	604	460	SRR1170356	SRS558338	GSM1328693	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642639	SRX471593	2014-02-14	865	627	SRR1170357	SRS558339	GSM1328694	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642639	SRX471593	2014-02-14	868	627	SRR1170358	SRS558339	GSM1328694	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642638	SRX471594	2014-02-14	829	633	SRR1170359	SRS558340	GSM1328695	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642638	SRX471594	2014-02-14	804	620	SRR1170360	SRS558340	GSM1328695	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642643	SRX471595	2014-02-14	966	702	SRR1170361	SRS558341	GSM1328696	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642643	SRX471595	2014-02-14	1502	1067	SRR1170362	SRS558341	GSM1328696	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642640	SRX471596	2014-02-14	1076	776	SRR1170363	SRS558342	GSM1328697	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642640	SRX471596	2014-02-14	1500	1060	SRR1170364	SRS558342	GSM1328697	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642642	SRX471597	2014-02-14	777	588	SRR1170365	SRS558343	GSM1328698	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642642	SRX471597	2014-02-14	858	635	SRR1170366	SRS558343	GSM1328698	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642651	SRX471598	2014-02-14	905	655	SRR1170367	SRS558344	GSM1328699	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642651	SRX471598	2014-02-14	933	670	SRR1170368	SRS558344	GSM1328699	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642644	SRX471599	2014-02-14	642	483	SRR1170369	SRS558345	GSM1328700	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642644	SRX471599	2014-02-14	796	591	SRR1170370	SRS558345	GSM1328700	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642653	SRX471600	2014-02-14	783	566	SRR1170371	SRS558346	GSM1328701	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642653	SRX471600	2014-02-14	698	515	SRR1170372	SRS558346	GSM1328701	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642646	SRX471601	2014-02-14	868	636	SRR1170373	SRS558347	GSM1328702	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642646	SRX471601	2014-02-14	777	563	SRR1170374	SRS558347	GSM1328702	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642654	SRX471602	2014-02-14	627	472	SRR1170375	SRS558348	GSM1328703	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642654	SRX471602	2014-02-14	783	584	SRR1170376	SRS558348	GSM1328703	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642652	SRX471603	2014-02-14	1006	721	SRR1170377	SRS558349	GSM1328704	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642652	SRX471603	2014-02-14	960	689	SRR1170378	SRS558349	GSM1328704	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642649	SRX471604	2014-02-14	898	649	SRR1170379	SRS558350	GSM1328705	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642649	SRX471604	2014-02-14	889	633	SRR1170380	SRS558350	GSM1328705	F	Spleen	Spleen	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
